,time_date,site,continent_id,buyer_country,buyer_region,buyer_city,distance,buyer_id,mobile,package,channel_id,buying_date,dealing_date,adults,children,room,destination_id,destination_type,dealing,regency_continent,regency_country,regency_market,cnt,regency_cluster
244230,7/3/2014 20:48,8,4,77,871,36643,9775.7922,5331,0,0,9,12/23/2014,12/26/2014,2,0,1,8808,1,0,1,6,169,28,67
339619,11/28/2014 9:47,23,1,1,436,21686,1108.4735,1360,0,1,1,1/2/2015,1/5/2015,2,0,1,8245,1,0,1,6,22,245,67
224205,2/7/2014 10:13,23,1,1,318,2096,527.2077,2649,0,1,0,3/15/2014,3/16/2014,2,0,1,21089,6,0,2,6,105,942,67
61300,10/20/2014 11:11,2,3,66,442,17078,8443.7898,8052,0,0,9,1/20/2015,1/23/2015,2,0,1,43235,1,0,2,0,63,1196,67
131,12/5/2014 9:51,2,3,66,174,21855,8390.0936,1713,0,0,1,12/11/2014,12/12/2014,1,0,1,12861,5,0,2,3,5,89,67
167802,11/4/2014 21:37,2,3,66,174,24103,6979.641,5902,0,0,9,6/10/2015,6/12/2015,2,2,1,21773,6,0,4,6,208,1418,67
13101,7/5/2014 19:46,23,1,1,189,38883,575.6462,6563,0,0,1,7/30/2014,8/3/2014,2,0,1,792,1,0,1,6,208,1480,67
141456,5/21/2013 14:23,8,4,77,824,33250,5773.6912,3905,0,0,9,7/22/2013,7/23/2013,2,0,1,15231,5,1,1,6,17,1227,67
325745,8/5/2013 23:44,10,0,182,393,11124,262.0218,2075,0,0,9,8/10/2013,8/11/2013,2,1,1,45897,1,1,1,4,196,2048,67
91596,6/23/2014 21:05,13,1,46,172,56153,1078.9877,2974,0,0,9,9/5/2014,9/15/2014,2,0,1,18645,1,0,1,6,208,1797,67
336295,6/29/2013 12:31,2,3,66,335,25046,3971.1954,4523,0,0,3,8/8/2013,8/9/2013,2,0,1,930,1,0,1,6,72,2107,67
284265,7/15/2014 14:58,23,1,1,395,29254,122.226,1860,0,0,0,7/18/2014,7/21/2014,2,0,1,19353,1,0,1,6,105,1871,67
272817,8/28/2014 17:09,23,1,1,219,42884,69.3357,983,0,0,5,8/30/2014,9/1/2014,2,0,1,18834,1,0,2,6,105,1497,67
30533,12/14/2014 23:45,2,3,66,174,9890,1340.3083,1353,1,0,3,12/30/2014,12/31/2014,1,0,1,22114,1,0,3,4,8,116,67
318219,5/7/2013 20:36,23,1,1,395,29254,832.1674,4975,0,0,9,8/20/2013,8/27/2013,2,0,1,22889,1,0,1,6,208,1798,67
79834,5/7/2014 12:24,13,1,46,347,22319,633.2867,3351,0,0,5,5/7/2014,5/9/2014,2,0,2,22275,6,0,1,6,105,1866,67
73822,4/9/2013 20:56,8,4,77,520,14746,9900.3325,2787,0,0,9,9/19/2013,9/21/2013,2,1,1,8289,1,0,1,6,107,36,67
175711,12/15/2014 8:36,2,3,66,442,35390,10047.9977,9727,0,1,9,12/27/2014,12/29/2014,1,0,1,1571,3,0,2,3,5,89,67
328183,2/12/2013 15:08,8,4,77,401,29226,2117.3095,1899,0,0,5,3/18/2013,3/19/2013,2,1,1,22240,6,0,3,0,34,1444,67
285425,12/6/2014 12:49,2,3,66,337,16618,8166.2783,3532,0,0,2,12/18/2014,12/20/2014,1,0,1,635,1,0,1,3,162,1039,67
212756,8/8/2014 15:36,11,3,205,155,13951,6351.0894,4738,0,0,2,9/20/2014,9/22/2014,1,0,1,33751,3,0,1,3,99,1034,67
215302,8/9/2014 12:00,33,2,1,318,2096,425.527,3813,0,0,9,8/12/2014,8/13/2014,2,0,1,27211,1,0,1,6,105,1409,67
263906,5/29/2014 22:25,13,1,46,327,37584,168.4971,3624,0,0,9,6/1/2014,6/2/2014,2,0,1,6565,3,0,1,6,144,1041,67
336294,6/29/2013 12:04,2,3,66,335,25046,3943.6005,4523,0,0,3,8/3/2013,8/6/2013,2,0,1,26262,1,1,1,6,72,1753,67
179055,3/14/2014 11:07,8,4,77,824,15015,528.6822,4221,1,1,0,4/1/2014,4/3/2014,2,0,1,22522,6,0,1,0,63,1256,67
224259,12/9/2014 18:22,13,1,46,172,25836,5712.5284,2992,0,1,9,8/13/2015,9/4/2015,2,0,1,18788,1,0,1,5,203,253,67
50163,1/9/2014 13:56,10,0,182,416,45866,1948.8646,9773,1,1,3,8/9/2014,8/16/2014,2,0,1,33942,1,0,1,4,124,1938,67
180768,9/15/2014 12:47,11,3,205,354,41495,5585.8365,8073,0,0,5,10/13/2014,10/15/2014,1,0,1,8225,1,0,1,4,124,1939,67
298663,12/31/2014 1:54,8,4,77,824,1361,4497.5199,1919,0,0,3,2/20/2015,2/23/2015,2,0,1,1725,1,0,1,3,182,1493,67
246232,9/4/2014 6:17,2,3,66,442,53708,5707.0761,386,0,0,5,9/7/2014,9/12/2014,2,0,2,20585,6,0,2,6,180,2113,67
266368,12/22/2013 14:35,23,1,1,318,2096,662.6334,6779,0,1,0,2/6/2014,2/9/2014,2,0,1,22438,1,0,1,6,105,1243,67
272777,7/31/2014 19:10,23,1,1,219,42884,971.4787,983,0,0,5,8/9/2014,8/16/2014,2,0,1,2562,3,0,1,6,208,1800,67
114305,7/2/2013 19:43,8,4,77,977,45054,1492.5581,5188,1,0,9,10/2/2013,10/4/2013,3,0,1,5513,3,0,1,0,34,340,67
328192,2/13/2013 9:26,8,4,77,401,29226,2118.3158,1899,0,0,5,3/18/2013,3/19/2013,2,0,1,22240,6,0,1,0,34,1444,67
166351,8/5/2014 9:49,13,1,46,245,37877,1235.6681,3849,0,1,0,10/16/2014,10/19/2014,2,0,1,8245,1,0,1,6,22,245,67
335225,11/9/2014 16:33,8,4,77,824,29284,7066.4245,2607,0,0,3,3/6/2015,3/7/2015,2,0,1,8280,1,0,3,4,98,2054,67
160922,6/30/2014 12:32,8,4,77,977,13756,1313.0755,5255,0,0,5,7/8/2014,7/15/2014,2,2,1,8812,1,0,2,0,34,85,67
30543,12/18/2014 20:06,2,3,66,174,9890,1340.3083,1353,1,0,9,12/30/2014,12/31/2014,2,0,1,22114,1,0,1,4,8,116,67
141674,11/19/2013 12:11,2,3,66,348,48862,8017.3816,4661,0,0,9,12/4/2013,12/6/2013,1,0,1,9325,1,0,2,3,99,1004,67
167737,3/13/2014 22:09,2,3,66,174,24103,6394.2649,5902,1,0,2,6/13/2014,6/17/2014,2,2,1,20587,6,0,1,6,180,1737,67
160915,6/30/2014 11:43,8,4,77,977,13756,2747.5412,5255,0,0,5,8/25/2014,8/30/2014,2,0,1,20116,6,0,1,3,5,1701,67
339797,5/10/2013 17:02,23,1,1,370,32523,109.6457,2492,0,0,4,6/8/2013,6/10/2013,2,0,1,21668,6,0,2,6,105,1497,67
52985,5/9/2013 11:07,23,1,1,448,11133,736.7952,5406,0,1,9,5/10/2013,5/13/2013,1,0,1,1536,1,0,3,6,64,1414,67
19984,5/13/2013 16:34,2,3,66,258,16411,1337.2712,4574,0,0,0,6/6/2013,6/13/2013,2,0,1,6449,1,0,3,4,128,195,67
263486,6/19/2014 12:15,23,1,1,395,29254,164.5332,2790,0,0,2,6/22/2014,6/23/2014,2,1,1,20241,1,0,2,6,105,1862,67
40243,3/10/2014 16:22,13,1,46,172,39546,324.9002,1640,0,0,5,3/30/2014,4/1/2014,2,0,2,39822,3,0,1,6,105,1804,67
294251,11/7/2013 23:36,24,2,66,348,6497,6747.4845,1948,0,0,9,1/1/2014,1/4/2014,2,2,2,436,3,0,1,3,99,1000,67
266391,7/24/2014 18:28,23,1,1,318,2096,661.3468,6779,0,1,9,12/6/2014,12/9/2014,2,0,1,22438,1,0,2,6,105,1243,67
55633,12/29/2014 20:54,2,3,66,174,24103,6485.892,8040,0,0,9,4/1/2015,4/4/2015,4,0,1,8818,1,0,1,3,99,88,67
209101,12/4/2014 16:05,27,2,63,480,39684,1099.4532,6194,0,0,9,12/6/2014,12/8/2014,1,0,1,8245,1,0,1,6,22,245,67
70229,6/25/2013 12:52,23,1,1,318,2096,428.3518,4984,0,0,0,7/10/2013,7/13/2013,2,0,1,52853,4,0,1,6,105,1863,67
8703,11/30/2014 12:58,2,3,66,348,48862,7383.2915,583,0,0,1,1/20/2015,1/21/2015,4,0,1,22402,1,0,1,3,104,64,67
256620,12/28/2014 18:10,13,1,46,347,38786,308.137,6836,0,0,9,7/25/2015,7/26/2015,2,0,1,33394,6,0,1,6,144,1323,67
240303,11/3/2014 7:44,2,3,66,442,17078,2430.5894,6461,0,0,0,11/23/2014,11/27/2014,1,0,1,61418,6,0,1,4,119,2060,67
267103,12/4/2014 7:18,11,3,205,385,20807,1420.2936,9060,0,0,5,1/16/2015,1/17/2015,2,0,1,12669,5,0,3,2,50,701,23
302071,9/2/2014 8:47,2,3,66,220,1437,200.8176,7302,0,0,0,9/17/2014,9/18/2014,2,0,1,8260,1,0,2,2,50,701,23
296944,12/18/2014 15:13,2,3,66,174,20857,338.4732,8536,0,0,0,1/26/2015,2/1/2015,1,0,1,8272,1,0,1,2,50,659,23
246167,7/11/2014 7:51,2,3,66,442,55926,363.2504,233,0,0,9,7/13/2014,7/16/2014,1,0,1,26932,6,0,1,2,50,1116,23
263895,2/8/2014 20:30,13,1,46,347,6835,274.9863,3624,0,0,9,2/10/2014,2/13/2014,1,0,1,8253,1,0,2,6,70,19,23
145554,9/9/2014 8:34,2,3,66,260,31773,636.1555,2351,0,0,0,11/5/2014,11/7/2014,2,1,1,8267,1,0,2,2,50,675,23
225066,5/12/2014 17:55,2,3,66,153,20706,1654.9138,9427,0,0,0,7/11/2014,7/28/2014,1,0,1,27070,1,0,2,2,50,641,23
216478,8/12/2014 19:44,2,3,66,174,5938,122.2811,8351,1,0,9,8/15/2014,8/17/2014,2,2,1,8254,1,0,1,2,50,365,23
32221,1/17/2014 20:56,2,3,66,226,7001,699.2265,4717,1,0,2,1/20/2014,1/31/2014,1,0,1,12192,6,0,1,2,50,406,23
220455,12/2/2014 16:42,23,1,1,189,38883,1140.487,9571,0,0,0,12/9/2014,12/11/2014,1,0,1,18633,6,0,1,6,68,275,23
35236,6/11/2014 11:24,2,3,66,174,24103,114.0678,8356,0,0,2,6/16/2014,6/20/2014,2,0,1,8278,1,0,1,2,50,368,23
149031,7/28/2013 19:15,23,1,1,165,8841,4144.7459,9840,0,1,0,8/15/2013,8/22/2013,2,0,1,8267,1,0,1,2,50,675,23
341855,8/15/2013 14:08,2,3,66,348,5757,195.7232,2012,0,0,9,10/17/2013,10/18/2013,1,0,1,8267,1,0,1,2,50,675,23
21355,9/10/2014 17:40,2,3,66,314,36507,182.9084,7381,0,0,2,9/20/2014,9/21/2014,2,1,1,8267,1,0,1,2,50,675,23
323570,10/15/2014 18:57,2,3,66,174,26232,458.9994,7459,0,1,2,1/17/2015,1/22/2015,2,0,1,8278,1,0,1,2,50,368,23
174624,12/15/2014 12:04,2,3,66,447,902,625.774,6672,0,0,0,1/5/2015,1/7/2015,2,0,1,8278,1,0,1,2,50,368,23
164189,1/24/2014 17:10,11,3,205,354,21728,3324.685,528,0,1,9,3/31/2014,4/10/2014,2,0,1,8253,1,0,1,6,70,19,23
339559,4/2/2014 11:16,2,3,66,435,40631,633.6477,854,0,0,9,8/8/2014,8/10/2014,6,0,3,26994,6,1,1,2,50,1529,23
278871,8/14/2013 8:35,2,3,66,337,1057,55.4482,1166,0,1,9,8/20/2013,8/21/2013,1,0,1,8271,1,0,2,2,50,696,23
302735,12/20/2014 5:26,2,3,66,348,34146,479.2949,9502,0,0,9,12/26/2014,12/28/2014,2,0,1,8233,1,0,3,2,50,640,23
137066,1/5/2014 14:42,2,3,66,348,48862,2430.7808,4708,0,0,9,2/4/2014,2/6/2014,1,0,1,8278,1,0,1,2,50,368,23
231964,5/27/2014 19:13,2,3,66,174,47287,2318.4277,3950,0,0,0,6/8/2014,6/9/2014,2,2,1,11353,1,0,1,2,50,699,23
323813,1/24/2014 1:01,2,3,66,403,55250,464.1838,8531,0,0,9,4/25/2014,4/28/2014,2,0,1,12008,1,0,1,2,50,686,23
8787,6/24/2014 13:49,2,3,66,447,26008,1951.6393,946,0,0,2,7/27/2014,7/29/2014,3,0,2,15093,1,0,1,2,50,679,23
137380,11/20/2013 13:03,2,3,66,258,35380,488.3957,4968,0,0,9,11/24/2013,11/26/2013,2,0,1,8216,1,1,1,2,50,350,23
168966,9/29/2014 11:15,2,3,66,348,18146,1201.144,7913,0,0,0,9/29/2014,10/1/2014,2,0,1,4656,3,0,1,2,50,406,23
21359,9/25/2014 14:55,2,3,66,314,36507,184.9066,7381,1,0,2,10/4/2014,10/5/2014,1,1,1,12233,6,0,1,2,50,675,23
53712,8/7/2014 14:45,2,3,66,198,54419,40.4081,6551,0,0,0,8/8/2014,8/10/2014,2,2,1,25110,6,0,2,2,50,448,23
135738,12/17/2014 7:51,2,3,66,174,26259,335.4502,2219,1,0,9,12/17/2014,12/18/2014,2,0,1,8254,1,0,1,2,50,365,23
340917,5/18/2013 0:56,2,3,66,356,33823,5137.0903,5798,0,0,3,6/26/2013,6/27/2013,1,1,1,12402,5,0,1,6,204,27,23
319168,9/22/2014 9:51,2,3,66,174,7610,376.6524,7280,0,0,9,10/17/2014,10/19/2014,2,0,1,8279,1,0,1,2,50,1230,23
123070,6/11/2014 15:25,2,3,66,220,20365,153.4003,7236,0,0,9,6/13/2014,6/15/2014,2,1,1,13441,4,0,1,2,50,682,23
228837,7/30/2014 14:39,2,3,66,442,17078,1285.2847,319,1,1,1,7/30/2014,8/4/2014,1,1,1,11373,1,0,5,4,128,1400,23
10840,1/9/2014 10:35,2,3,66,348,48862,2568.439,7442,0,1,9,1/30/2014,2/3/2014,2,0,1,8279,1,0,1,2,50,1230,23
200245,7/27/2014 19:44,2,3,66,174,9890,6152.3551,7788,0,0,9,11/29/2014,11/30/2014,1,1,1,8785,1,0,1,6,105,35,23
45408,10/22/2013 18:52,28,1,66,174,24103,8.1844,1802,0,0,9,10/22/2013,10/24/2013,2,1,1,12603,5,0,1,2,50,365,23
245122,10/2/2014 8:29,2,3,66,174,36046,26.3091,6640,0,0,9,10/4/2014,10/5/2014,1,0,1,8279,1,0,1,2,50,993,23
149178,11/26/2013 15:41,2,3,205,354,25315,746.9035,624,0,0,2,12/23/2013,12/24/2013,1,0,1,12181,6,0,1,2,50,350,23
251183,5/16/2014 5:48,24,2,1,301,881,164.9262,3990,0,0,9,5/16/2014,5/19/2014,2,0,1,8785,1,0,4,6,105,809,23
341262,12/23/2014 11:11,2,3,66,174,24103,347.3993,8394,0,0,2,12/27/2014,12/28/2014,2,0,1,8279,1,0,1,2,50,1230,23
245121,10/2/2014 8:27,2,3,66,174,36046,33.330999999999996,6640,0,0,9,10/4/2014,10/5/2014,1,0,1,8279,1,0,1,2,50,1230,23
287930,10/20/2014 14:27,2,3,66,403,2813,2404.1439,7985,0,1,3,10/24/2014,10/29/2014,1,0,1,8279,1,0,1,2,50,1230,23
81980,9/14/2014 19:00,34,3,205,135,36086,1023.0924,8420,0,0,9,10/18/2014,10/20/2014,2,0,1,14985,1,0,1,2,50,1241,23
324392,7/10/2013 12:36,23,1,1,189,38883,4564.7957,9624,0,0,5,9/30/2013,10/9/2013,1,1,1,8267,1,0,1,2,50,675,23
281891,1/16/2014 6:58,2,3,66,348,48862,1564.6379,8090,0,1,9,6/17/2014,6/23/2014,2,0,1,8816,1,0,1,4,163,1935,23
30887,4/13/2014 22:40,2,3,66,174,2185,343.0168,2189,0,0,0,4/17/2014,4/20/2014,2,1,1,13237,4,0,1,2,50,365,23
129743,10/9/2013 19:45,2,3,66,442,3602,1115.0301,4454,0,0,9,1/4/2014,1/6/2014,6,2,3,8260,1,0,2,2,50,701,23
200350,11/18/2014 10:49,2,3,66,448,38023,285.1863,8096,0,1,9,12/5/2014,12/7/2014,2,0,1,7635,3,0,1,2,50,675,23
257264,2/9/2014 12:44,2,3,66,220,53780,54.6806,8381,0,0,9,2/10/2014,2/14/2014,2,0,1,8268,1,0,1,2,50,682,23
26144,6/6/2014 13:43,2,3,66,442,35390,161.9853,925,0,0,9,6/7/2014,6/9/2014,1,0,1,26964,1,1,1,2,50,410,23
174555,5/20/2014 11:21,2,3,66,447,902,584.6643,6672,0,1,9,10/15/2014,10/18/2014,2,0,1,12175,6,0,1,2,50,366,23
40396,10/28/2014 13:38,13,1,46,172,22646,4950.9111,1640,0,0,5,12/4/2014,12/6/2014,1,0,1,12226,6,0,1,2,50,701,23
342382,6/23/2013 22:26,13,1,46,347,38786,1233.0252,3956,0,1,9,7/4/2013,7/6/2013,1,0,1,8215,1,0,1,6,208,951,23
85802,11/28/2014 11:06,2,3,66,174,40789,5392.0459,7147,0,1,5,3/4/2015,3/10/2015,2,0,1,8253,1,0,1,6,70,19,23
121476,5/13/2014 20:08,11,3,205,354,25315,1243.4146,8471,0,1,5,5/15/2014,5/20/2014,1,0,1,8260,1,1,1,2,50,701,23
106814,5/1/2014 15:35,8,4,77,401,29226,8896.3145,9308,0,0,5,9/8/2014,9/9/2014,2,0,1,12319,5,0,1,6,208,951,23
25064,6/16/2014 14:42,34,3,205,385,46526,2211.0343,7545,0,0,9,6/20/2014,6/21/2014,1,0,1,24825,1,0,1,2,50,450,23
156934,12/15/2014 13:29,2,3,66,462,15652,614.3744,8730,0,0,0,1/8/2015,1/11/2015,1,0,1,8279,1,0,2,2,50,1230,23
240404,11/11/2014 16:46,2,3,66,363,2495,1014.6363,6869,0,1,9,12/29/2014,1/1/2015,3,1,1,8260,1,0,2,2,50,701,23
198860,2/18/2013 19:22,8,4,77,871,24859,8324.3711,3230,1,0,9,5/1/2013,5/4/2013,2,0,1,12192,6,0,1,2,50,406,23
40039,4/15/2013 17:02,2,3,66,448,53078,166.7725,1117,0,0,0,4/16/2013,4/17/2013,1,1,1,26564,6,0,1,2,50,488,23
236917,12/27/2014 22:27,2,3,66,174,5938,8.1909,6464,1,0,9,12/28/2014,12/30/2014,2,0,1,8278,1,0,1,2,50,368,23
295913,8/11/2014 20:51,23,1,1,441,22427,23.1983,4945,0,0,0,9/19/2014,9/21/2014,2,0,1,8785,1,0,1,6,105,35,23
31122,9/22/2014 11:22,2,3,66,467,21005,41.2451,2800,0,0,9,10/12/2014,10/13/2014,1,0,1,27617,6,1,1,2,50,533,23
152612,10/15/2013 1:33,2,3,66,174,16634,332.2525,133,0,0,2,10/29/2013,11/1/2013,2,0,1,12132,1,0,1,2,50,366,23
282855,12/10/2014 23:57,10,0,182,416,32100,6166.2398,9947,1,0,2,1/1/2015,1/4/2015,2,2,1,8254,1,0,1,2,50,365,23
242261,7/19/2014 19:22,23,1,1,370,29148,3925.5789,5946,0,0,0,8/7/2014,8/10/2014,2,0,1,8846,1,0,1,2,50,691,23
15729,12/2/2014 12:22,2,3,66,403,8008,503.5705,4093,0,0,9,12/6/2014,12/7/2014,1,0,1,40862,4,0,1,2,50,701,23
186895,10/20/2014 22:28,2,3,66,321,9101,1631.6726,8562,0,0,1,12/21/2014,12/30/2014,6,0,2,12603,5,0,1,2,50,365,23
4086,5/4/2013 5:16,2,3,66,403,21618,50.2848,114,1,0,9,5/5/2013,5/6/2013,2,1,1,26025,1,0,1,2,50,1513,23
118823,3/25/2013 15:40,17,1,205,385,46963,331.9585,5734,0,0,0,3/28/2013,3/29/2013,2,1,1,8267,1,0,1,2,50,675,23
129375,12/17/2013 22:33,2,3,66,435,30431,577.3845,2801,0,0,9,12/18/2013,12/19/2013,2,1,1,19522,1,0,1,2,50,485,23
149085,6/23/2014 13:05,2,3,66,351,50124,52.4029,9880,0,0,2,10/17/2014,10/18/2014,2,0,1,8233,1,0,1,2,50,640,23
156765,7/30/2014 19:30,2,3,66,220,8159,851.9841,8229,0,0,9,8/12/2014,8/13/2014,2,0,1,12821,5,0,1,4,163,1935,23
39118,7/1/2014 9:58,2,3,66,174,24103,827.7006,7854,0,0,1,7/11/2014,7/12/2014,2,2,1,24860,6,0,1,2,50,673,23
152622,10/15/2013 19:09,2,3,66,174,16634,332.2525,133,0,1,7,10/27/2013,10/30/2013,2,0,1,12175,6,0,2,2,50,366,23
22999,12/2/2014 9:39,2,3,66,442,10869,1240.4119,2763,0,0,1,12/13/2014,12/15/2014,2,0,1,7761,3,0,1,2,50,688,23
39242,9/5/2014 20:15,2,3,66,442,46296,77.192,7962,1,0,0,9/6/2014,9/7/2014,1,0,1,8218,1,0,2,2,50,743,23
138620,9/11/2014 10:48,13,1,46,171,43615,4764.2788,6397,0,0,5,10/27/2014,10/29/2014,1,0,1,8268,1,1,1,2,50,682,23
257818,4/11/2014 4:44,2,3,66,435,22271,1859.2273,9659,0,0,9,5/14/2014,5/15/2014,2,0,1,8278,1,0,1,2,50,368,23
314685,4/1/2014 17:36,2,3,66,174,44377,1314.7387,7264,0,0,0,4/4/2014,4/9/2014,2,0,1,1212,1,1,1,2,50,553,23
69907,3/1/2014 14:00,11,3,205,385,46963,2539.7516,4701,1,0,9,3/4/2014,3/5/2014,2,0,1,8279,1,0,1,2,50,1230,23
212293,7/12/2014 22:42,23,1,1,395,29254,244.5742,2958,1,0,1,9/27/2014,9/28/2014,2,0,1,55866,3,0,1,6,105,35,23
135733,12/12/2014 10:34,2,3,66,174,24103,13.8925,2219,1,0,9,12/13/2014,12/14/2014,2,0,1,3571,3,0,1,2,50,365,23
14834,7/6/2014 12:53,2,3,66,220,775,294.8327,829,0,0,9,7/26/2014,7/27/2014,2,0,1,12227,6,0,1,2,50,701,23
219989,9/4/2014 20:19,2,3,66,174,31206,355.1579,8091,0,0,9,9/26/2014,9/28/2014,1,0,1,12603,5,0,1,2,50,365,23
138619,9/11/2014 10:42,13,1,46,171,43615,4764.2788,6397,0,0,5,10/27/2014,10/29/2014,1,0,1,8268,1,0,1,2,50,682,23
220459,12/3/2014 22:02,23,1,1,391,49482,1170.1778,9571,0,0,0,12/10/2014,12/12/2014,1,0,1,8213,1,1,1,6,68,275,23
273274,6/13/2014 1:24,2,3,66,462,49272,1435.4314,1171,1,0,9,6/13/2014,6/15/2014,4,2,1,8214,1,0,1,2,50,649,23
181384,4/16/2013 13:39,8,4,77,977,47443,10371.5238,9161,0,1,9,6/30/2013,7/7/2013,1,0,1,8267,1,0,1,2,50,675,23
85710,6/28/2014 14:01,24,2,66,337,30384,35.8957,6809,0,0,1,6/28/2014,6/29/2014,1,0,1,8267,1,0,1,2,50,674,23
135729,12/5/2014 7:50,2,3,66,174,46281,21.7364,2219,1,0,2,12/5/2014,12/6/2014,1,0,1,8254,1,0,1,2,50,365,23
266421,2/26/2014 15:14,2,3,66,258,12217,619.0973,6890,0,0,9,3/4/2014,3/5/2014,2,0,1,8219,1,0,1,2,50,191,23
17794,12/5/2014 15:57,2,3,66,356,34222,801.6937,8492,0,0,9,12/7/2014,12/10/2014,1,0,1,12214,6,0,3,2,50,365,23
150648,12/15/2014 17:31,2,3,66,311,16343,935.7523,4489,0,1,2,1/15/2015,1/18/2015,1,0,1,12177,6,0,1,2,50,350,23
227294,12/24/2014 23:18,2,3,66,174,24103,387.7888,1555,1,0,9,12/24/2014,12/25/2014,2,0,1,11835,1,1,1,2,50,633,23
53665,1/3/2014 10:43,2,3,66,198,54419,813.4905,6551,0,0,2,1/3/2014,1/4/2014,2,0,1,8268,1,0,1,2,50,682,23
8778,10/23/2014 11:37,2,3,66,174,16634,41.8346,914,1,0,9,10/25/2014,10/26/2014,2,0,1,8279,1,0,3,2,50,1230,23
174169,10/3/2014 9:49,2,3,66,294,49880,1173.8784,6209,0,0,9,12/11/2014,12/14/2014,2,0,1,12233,6,0,1,2,50,675,23
55921,7/8/2014 5:34,2,3,66,254,21713,609.4264,8575,1,0,2,7/10/2014,7/11/2014,1,0,1,8236,1,0,1,2,50,656,23
164059,6/10/2014 15:53,2,3,66,174,23578,65.2347,303,0,0,0,6/16/2014,6/18/2014,3,0,3,12001,1,0,2,2,50,967,23
266423,3/13/2014 13:40,2,3,66,258,12217,1835.2729,6890,0,0,9,4/4/2014,4/6/2014,2,0,1,3564,3,0,2,2,50,1230,23
213696,9/12/2014 15:50,11,3,205,354,48951,48.1502,655,0,0,5,9/20/2014,9/21/2014,2,0,1,24946,6,0,1,2,50,751,23
247248,6/23/2014 22:02,2,3,66,462,49272,679.9667,3449,0,0,9,7/4/2014,7/5/2014,4,0,2,8279,1,0,1,2,50,1230,23
283141,6/27/2014 10:57,34,3,205,354,50386,55.3681,465,0,0,9,6/30/2014,7/1/2014,2,1,1,25933,6,0,1,2,198,750,23
224979,8/5/2014 6:24,2,3,66,318,5206,2067.6619,8235,0,0,9,9/24/2014,9/28/2014,2,0,1,8279,1,0,1,2,50,1230,23
237461,3/25/2014 0:37,2,3,66,174,14576,5635.0245,1612,0,0,0,4/3/2014,4/4/2014,1,0,1,8745,1,0,1,6,204,1614,23
116139,4/30/2014 22:53,2,3,66,442,3602,1401.2798,571,0,1,9,6/1/2014,6/30/2014,1,0,1,8270,1,0,2,2,198,390,23
25065,6/16/2014 14:44,34,3,205,385,46526,2211.0343,7545,0,0,9,6/20/2014,6/21/2014,1,0,1,24825,1,1,1,2,50,450,23
146196,4/12/2014 13:09,13,1,46,172,27834,433.1732,4634,0,0,5,4/16/2014,4/18/2014,9,0,4,8745,1,1,1,6,204,1614,23
240944,12/17/2014 19:09,34,3,205,354,48951,1050.7367,7765,0,0,9,12/26/2014,12/30/2014,7,1,2,8268,1,0,1,2,50,682,23
236895,12/18/2014 22:13,2,3,66,333,3067,1420.9564,6464,0,0,2,12/30/2014,1/3/2015,2,0,1,8279,1,0,1,2,50,1230,23
302030,9/9/2014 20:24,2,3,66,311,16083,1225.4507,6875,1,0,9,11/29/2014,11/30/2014,1,0,1,44045,3,0,1,2,50,701,23
287610,12/16/2014 19:32,2,3,66,293,52850,706.8304,7287,0,0,9,12/26/2014,12/30/2014,3,0,1,13441,4,0,5,2,50,682,23
29675,4/12/2014 6:17,2,3,66,351,274,57.9702,8294,0,0,4,6/26/2014,6/28/2014,1,0,1,12442,5,0,1,2,50,638,23
29872,7/16/2014 19:00,2,3,66,174,49870,85.6823,8837,0,0,9,7/17/2014,7/18/2014,1,0,1,8278,1,1,1,2,50,368,23
20843,3/26/2014 7:41,2,3,66,348,48862,2568.8047,6448,0,1,9,3/26/2014,3/28/2014,1,0,1,8279,1,0,1,2,50,1230,23
30302,10/4/2014 13:37,2,3,66,174,27251,2549.8949,752,0,0,3,10/8/2014,10/13/2014,1,0,1,8267,1,0,1,2,50,674,23
30892,4/13/2014 23:12,2,3,66,174,2185,343.48900000000003,2189,0,0,0,4/17/2014,4/20/2014,2,1,1,12217,6,0,1,2,50,365,23
230247,9/26/2014 17:49,2,3,66,153,5526,357.7133,736,0,0,3,10/10/2014,10/11/2014,4,0,1,8254,1,0,1,2,50,365,23
144660,5/9/2014 11:32,2,3,66,226,31432,616.4872,37,1,0,5,5/9/2014,5/11/2014,2,1,1,44045,3,0,1,2,50,701,23
64002,7/3/2014 13:00,24,2,66,356,22202,933.6685,4120,1,0,1,7/5/2014,7/8/2014,1,0,1,12264,6,0,1,2,50,368,23
149128,7/25/2014 7:52,2,3,66,337,7463,1578.5807,147,0,0,2,8/23/2014,8/24/2014,3,0,1,8277,1,1,1,2,50,412,23
184379,12/21/2014 20:36,2,3,205,354,25315,7765.418000000001,3455,0,0,1,12/23/2014,12/24/2014,1,0,1,20525,1,0,2,3,104,76,23
164067,9/2/2014 21:05,2,3,66,174,35675,434.0407,303,0,0,9,10/4/2014,10/6/2014,2,2,2,13601,4,0,1,2,50,368,23
2375,11/25/2014 14:19,2,3,66,174,24103,2452.0734,581,0,0,9,11/26/2014,11/27/2014,1,0,1,8267,1,0,1,2,50,675,23
10997,12/3/2014 16:03,2,3,66,226,42300,608.8477,7852,0,1,2,6/26/2015,7/5/2015,2,0,1,8260,1,0,1,2,50,701,23
